"Url";"Vendeur";"Nom du produit";"Couleur";"Taille";"Prix";"Stock"
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Jaune Miel";"180X135 cm";"25,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Jaune Miel";"260X135 cm";"32,49 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Jaune Miel";"350X135 cm";"38,99 €";""
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Blanc";"180X135 cm";"27,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Blanc";"260X135 cm";"34,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Blanc";"350X135 cm";"41,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Gris Anthracite";"180X135 cm";"27,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Gris Anthracite";"260X135 cm";"34,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Gris Anthracite";"350X135 cm";"41,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Marron Taupe";"180X135 cm";"23,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Marron Taupe";"260X135 cm";"29,99 €";"En stock."
"http://www.laredoute.fr/ppdp/prod-500775624.aspx?docid=00000000000001";"La Redoute";"Rideau occultant";"Marron Taupe";"350X135 cm";"35,99 €";"En stock."
