"Occurrences";"Url";"Vendeur";"Nom du produit";"Couleur";"Taille";"Prix";"Stock"
1;"http://www.laredoute.fr/ppdp/prod-500165520.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme d&#39;OURS";"Ecru";"2 ans";"30,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165520.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme d&#39;OURS";"Ecru";"4 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165520.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme d&#39;OURS";"Ecru";"6 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165521.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS CIEL";"Blanc";"4 ans";"47,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165521.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS CIEL";"Blanc";"6 ans";"47,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165521.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS CIEL";"Ciel";"2 ans";"43,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165521.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS CIEL";"Ciel";"4 ans";"47,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165521.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS CIEL";"Ciel";"6 ans";"47,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165541.aspx?docid=00000000000001";"Monteleone";"Serviette de toilette PANDA";"Blanc";"50X90 cm";"17,13 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165542.aspx?docid=00000000000001";"Sensei";"Peignoir Enfant en Forme de PANDA";"Blanc";"2 ans";"43,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500165542.aspx?docid=00000000000001";"Sensei";"Peignoir Enfant en Forme de PANDA";"Blanc";"6 ans";"47,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172209.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS ROSE";"Blanc";"4 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172209.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS ROSE";"Blanc";"6 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172209.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS ROSE";"Rose";"2 ans";"30,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172209.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS ROSE";"Rose";"4 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172209.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant en forme de SOURIS ROSE";"Rose";"6 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Anthracite";"2 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Anthracite";"4 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Anthracite";"6 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Greige";"2 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Greige";"4 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Greige";"6 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Rose Indien";"2 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Rose Indien";"4 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Rose Indien";"6 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Taupe";"4 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172260.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Polaire ARES Brodée OURS de 2 à 6 ans";"Taupe";"6 ans";"31,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172261.aspx?docid=00000000000001";"Sensei";"Peignoir Enfant en Forme de CHOUCHOU";"Rose Indien";"2 ans";"30,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172261.aspx?docid=00000000000001";"Sensei";"Peignoir Enfant en Forme de CHOUCHOU";"Rose Indien";"4 ans";"33,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172262.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche PRINCESS";"Ecru";"2 ans";"50,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172262.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche PRINCESS";"Ecru";"4/6 ans";"55,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172262.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche PRINCESS";"Ecru";"8/10 ans";"55,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172327.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche brodé STAR";"Blush";"2 ans";"50,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172327.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche brodé STAR";"Blush";"4/6 ans";"55,00 €";"En stock."
1;"http://www.laredoute.fr/ppdp/prod-500172327.aspx?docid=00000000000001";"Sensei";"Peignoir de bain Enfant Bicolore Capuche brodé STAR";"Blush";"8/10 ans";"55,00 €";"En stock."
